评论页码,评论内容,IP属地,性别,评论时间,点赞数,主评论
1,自律实际是一个欲望压制其他欲望,广西,男,2023-09-19 07:23:34,1564,True
1,精辟,江苏,男,2023-09-19 09:16:57,10,False
1,回复 @SCREENShoots :自从我健身一年瘦了40斤后我明白一个道理，没有自律的自由那是放纵，只有源自于自律的自由才是真正的自由。,福建,男,2023-09-20 06:35:17,8,False
1,我觉得自律应该是一种内心自由的外在表现,浙江,,2023-09-19 23:09:57,8,False
1,"自律万能公式：
1.只关注小目标；
2.强制自己执行，很痛苦也要坚持，不要被情绪所打败；
3.永远闭环，一定要完成，从小目标着手去做，不要关注过于宏大的东西；
4.提升自我效能套路，不断学习精进，从而获得爽感成就感，才能让自己更好的坚持；
5.发现自己的厉害之处，不断夸自己给自己积极暗示和正反馈，参考马太效应；
6.达到成就后一定要奖励自己，形成正向的循环🔄。
以上六步照做可以让我们不断的形成自律的习惯，情绪其实是我们最大的对手，一定要让自己持续努力，迎难而上，反人性，并且坚持，才能成功。
最近对博主说的没有反馈很难坚持是最难受的，深有体会，目前在复习考研，已经坚持了三个月了，一直没有什么积极的反馈，快绷不住了，摆烂好几天，有什么方法可以让自己状态恢复，坚持到最后一天？[大哭]",陕西,女,2023-09-17 15:44:59,1959,True
1,[doge]自律第一步 停止奖励自己，成功坚持两天 自律成功，奖励自己一次,江苏,男,2023-09-18 08:48:55,72,False
1,"运动吧，不需要太激烈，就散步散步别太激烈，每天花出30分钟就到处转，精神差状态就早上散步晒晒太阳，不自信容易内耗就晚上散步放松放松。
前段时间哥们状态无敌，晚上最迟11点睡，早上最晚7点起，前几天降温受凉一下子回到大学熬夜习惯，所以一个好的身体真的很重要 。
所以我建议你去散步，人最好的精神状态是平，因为过烈过沉都太耗精力了，时不时的运动对身体真的很重要。",江苏,男,2023-09-17 18:11:02,28,False
1,你不都已经总结出来了吗？咬牙坚持做难而正确的事,广东,男,2023-09-17 16:02:11,6,False
1,"，自律万能公式：
1.只关注小目标；
2.强制自己执行，很痛苦也要坚持，不要被情绪所打败；
3.永远闭环，一定要完成，从小目标着手去做，不要关注过于宏大的东西；
4.提升自我效能套路，不断学习精进，从而获得爽感成就感，才能让自己更好的坚持；
5.发现自己的厉害之处，不断夸自己给自己积极暗示和正反馈，参考马太效应；
6.达到成就后一定要奖励自己，形成正向的循环🔄。
以上六步照做可以让我们不断的形成自律的习惯，情绪其实是我们最大的对手，一定要让自己持续努力，迎难而上，反人性，并且坚持，才能成功。
最近对博主说的没有反馈很难坚持是最难受的，深有体会，目前在复习考研，已经坚持了三个月了，一直没有什么积极的反馈，快绷不住了，摆烂好几天，有什么方法可以让自己状态恢复，坚持到最后一天？[大哭]",安徽,,2023-09-19 13:46:57,169,True
1,奖励自己,河南,,2023-09-19 18:54:12,1,False
1,[2023],广东,男,2023-09-20 09:32:35,0,False
1,想想体力从业者,上海,,2023-09-19 21:20:19,0,False
1,穷人想翻身，就要靠革命，阶级斗争不能忘！,辽宁,男,2023-09-19 08:42:11,51,True
1,穷人想翻身只能靠机会，这个机会就跟买彩票一样，别妄想自律就能翻身,陕西,男,2023-09-19 12:43:27,2,False
1,我上一个账号也说了类似的话，然后新号都六级了,山东,,2023-09-20 11:42:22,0,False
1,就是和打地主分土地一样，不然永远穷下去，看看刘邦和朱元璋都是靠什么起家的，就是靠推翻阶级起来的，不然一辈子都是混混和乞丐,安徽,男,2023-09-19 21:39:03,0,False
1,穷人唯二逆袭的方式：跟你一样发这类视频。就完事了,广东,,2023-09-19 11:57:07,49,True
1,说实话稍微看过点自控力这种类型的书。就知道up主是把很多书的内容糅杂在一起啦,河北,,2023-09-22 18:13:24,0,False
1,想成功先摆摊，当乞丐，服务员，明白社会运行规则你不经历过看电视电影东西永远不属于你,广西,,2023-09-20 01:13:16,0,False
1,up就是靠忽悠原生家庭不好的人赚钱的，这些东西很难克服的，软件重装你以为是电脑，电脑也要考虑兼容性[滑稽],江西,,2023-09-19 07:22:41,62,True
1,确实，我一看标题就知道是靠写这些破玩意收割流量赚钱，和以前的知乎一模一样,广东,,2023-09-19 07:41:19,8,False
1,回复 @哒_Ra :他每期视频都发自律相关，纯纯车轱辘话,上海,男,2023-09-19 09:21:17,3,False
1,回复 @哒_Ra :成功的关键是兴趣爱好，其它的都在扯淡，制造焦虑。这些鸡汤的核心就是制作更多焦虑，自律需要内啡肽，多巴胺奖励的，强行自律就会更焦虑抑郁。我很懒但是天天能早起跑路这不是自律，是跑步内啡肽，多巴胺奖励我。这关自律屁事[呲牙],江西,,2023-09-19 10:02:00,2,False
1,作为底层耗材，如果我不去做社会运转的齿轮我就会饿死，这世界不会对我有任何怜悯，所以说我也不需要，但是为了生存，我只能把所有的时间用在活下去这件事上，与其说是我错了，不如说我没有时间做对的事,山东,,2023-09-17 18:09:31,396,True
1,什么阶层说什么样的话，up 这个阶层说up 这样的话，你这个阶层说你这样的话，这本身是没什么问题。然而，up若要将自己阶层的话放大到别的阶层，那么这就会产生问题了，因为不同阶层的差别比不同地域的差别还大，无视阶层差别强推思维观念就跟无视地域文化强推普世价值一样，只会水土不服。[吃瓜],广东,,2023-09-19 03:48:15,89,False
1,本来就是，这个世界就是要有极大量的穷人去成就富人，既然成为不了富人，何苦折磨自己，该干嘛干嘛，人就一生几十岁,云南,,2023-09-19 07:54:16,16,False
1,[doge]工地打灰，早六晚六，一下班累的胳膊都不想抬，哪里还想动。,江苏,男,2023-09-19 08:17:51,9,False
1,说实话，所谓的自律，根本就反人性，但不自律很放纵自己，生活不会有好结果，所以还是要控制自己，多做对自己有好处的事，尽可能发挥自己的天赋，或是做自己感兴趣的东西,广东,,2023-09-19 21:05:22,6,True
1,"我最自律的就是不自律
这是哲学吗？",云南,,2023-09-19 17:27:42,6,True
1,点进来只是想说，也许应该先给穷人下一个定义，再给逆袭下一个定义。,吉林,女,2023-09-19 11:01:16,9,True
1,自律的up没有尝试练好普通话吗,江苏,男,2023-09-19 13:12:38,8,True
1,实践告诉你，每天5公里，除非你有强大的医疗团队，不然膝盖多半会废[doge],湖北,,2023-09-18 07:19:00,104,True
1,回复 @狂男2022 :建议看下跑步运动员晚年[doge],湖南,男,2023-09-19 04:51:34,9,False
1,回复 @狂男2022 :多在网上学学怎么科学锻炼，不是所有的锻炼都要跑步,河北,男,2023-09-19 06:28:19,3,False
1,"回复 @狂男2022 :别本末倒置就行了了，运动的目的是为了身体健康，而不是为了运动牺牲身体健康。
每天运动40-60分钟，以身体舒服，微微出汗为主，不然要去医院康复花的时间金钱得不偿失",广西,,2023-09-19 08:40:52,2,False
1,毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站,日本,,2023-09-19 09:32:42,31,True
1,支持[无语][无语][无语],河南,,2023-09-19 10:22:02,0,False
1,唯一途径就是弱肉强食，去坑更sha的，例如你们,湖北,,2023-09-19 02:28:02,21,True
1,又是你，天天给学生和穷人灌毒鸡汤。朝阳冬泳怪鸽一年四季每天游泳，我非常佩服，我也觉得怪鸽是成功的。但是怪鸽的“成功”真的是大多数人追求的“成功”吗？你愿意过怪鸽一样的生活吗？大多数人追求的有钱，挣钱最需要的能力不是自律，甚至更自律一点关系也没有。我看到的身边挣到大钱的善于把握机会，整合资源的能力很强，会营销。如果up你真的相信你所说的，那么你真的错了。对大多数人来说，靠自律逆袭不了。,重庆,,2023-09-19 09:05:18,21,True
1,补充一点，我并不反对自律。但是毒鸡汤之所以是毒鸡汤，就是片面夸大某一个方面的作用，比如up所谓逆袭，以为只要自己自律了，就一定能怎么样。这种极端的思维是有害的，这不是正确的认识。,重庆,,2023-09-19 11:48:33,1,False
1,标题太极端了，不自律也能逆袭的，不要太在意这些,广东,,2023-09-19 12:40:30,5,True
1,一堆屁话，好好卖你的书给那些需要鸡汤的人喝，反正他们喝了也没毛用，我就很明确的告诉你，跨越阶级就是需要人帮忙，就是需要运气，自律自律，有个毛用，你是不是真的认为那些富人是靠自律有钱的？你先自己跨越阶级再来教导别人嗷,云南,,2023-09-19 07:48:17,38,True
1,我有资格说这种话，我爸在杭州不算数特别有钱也不差，算中偏上水平的家庭，居然相信一个卖成功学的家伙，无法就是想卖书，和那些听懂掌声有什么区别,云南,,2023-09-19 07:50:00,7,False
1,我接触到的有钱人不比你少，我可以很明确的告诉你，富人自律只有锻炼身体,云南,,2023-09-19 07:51:55,6,False
1,成功学不就是给人洗脑么,河南,男,2023-09-19 08:12:21,1,False
1,简单的道理反复说，还想用这个来做付费……某些群体的钱也太好挣了,重庆,男,2023-09-19 04:46:19,19,True
1,有受众的呀，，不收费就过滤不了咱们嘲讽老师的人,浙江,男,2023-09-19 06:49:10,2,False
1,信这些这些二十年的的成功论，真不好说是不是活该,湖南,男,2023-09-19 06:29:55,1,False
1,我也想说…我还以为是啥呢…就这还想收费我的妈呀…,未知,女,2023-09-22 16:49:22,0,False
1,惰性很难改变的，这个是骨子里的，就和人不能一直无休止工作下去，人会累，精神和大脑也会累，我对于自律的实践是：最大的自律不是刷视频学方法，先从早睡早起和戒掉手机开始。,河南,,2023-09-19 17:56:28,3,True
1,"有赞同也有异议。
结合最近读的一本书又有了一点感悟：
0.以终为始。凡事都应该有个最终目标，这样努力的过程才不容易迷死方向，不会浪费时间到其他的事情上。
1.积极主动。不要犹豫不决，放手去尝试。你犹豫不决的时间里，就能去完成很多事。可能去做了但不对，但总比碌碌无为好，失败也是一种经验。
2.化繁为简。强迫自己，可以从很小的事开始。万事开头难，要学会把事拆分成每个小目标，做这件事的开始是什么开始后干什么，干完后又要干什么。例如up所提起床：掀开被子→坐起来→穿鞋……。
3.要事第一。先做主要的事情。做完后可以像up一样奖励自己。例如学习，人的专注力大约在一个1h左右，你就可以先学一个小时左右，然奖励自己10min左右单纯休息干自己平时喜欢干的（听音乐打游戏刷视频…）。
4.不要设限。多鼓励自己，不要给自己贴标签，也不要被别人贴标签。人的潜力无限相信自己，至少勇敢活出自己。up提到的比较方法因人而异，适合自己的才是最好。可以和自己比较，也可以和他人比较，不要陷入逻辑谬误和思想漩涡（内耗）就好。比较的目的是不断提升自我，而不是比较本身，不要舍本逐末。就像论语里的“见贤思齐焉，见不贤而内自省”。
5.平时多做些运动。跳绳慢跑冥想瑜伽……你又不是运动员没必要练废自己，而是为了保持身心健康。
……

参考书籍：
《高效能人士的七个习惯》
《被讨厌的勇气》
《伯恩斯新情绪疗法》
《逻辑精点》

欢迎大家补充指正",贵州,,2023-09-19 11:55:21,16,True
1,勇敢活出自己，没那么多人关注你，就算关注了那又如何？,贵州,,2023-09-19 11:57:14,1,False
2,自律实际是一个欲望压制其他欲望,广西,男,2023-09-19 07:23:34,1564,True
2,精辟,江苏,男,2023-09-19 09:16:57,10,False
2,回复 @SCREENShoots :自从我健身一年瘦了40斤后我明白一个道理，没有自律的自由那是放纵，只有源自于自律的自由才是真正的自由。,福建,男,2023-09-20 06:35:17,8,False
2,我觉得自律应该是一种内心自由的外在表现,浙江,,2023-09-19 23:09:57,8,False
2,"自律万能公式：
1.只关注小目标；
2.强制自己执行，很痛苦也要坚持，不要被情绪所打败；
3.永远闭环，一定要完成，从小目标着手去做，不要关注过于宏大的东西；
4.提升自我效能套路，不断学习精进，从而获得爽感成就感，才能让自己更好的坚持；
5.发现自己的厉害之处，不断夸自己给自己积极暗示和正反馈，参考马太效应；
6.达到成就后一定要奖励自己，形成正向的循环🔄。
以上六步照做可以让我们不断的形成自律的习惯，情绪其实是我们最大的对手，一定要让自己持续努力，迎难而上，反人性，并且坚持，才能成功。
最近对博主说的没有反馈很难坚持是最难受的，深有体会，目前在复习考研，已经坚持了三个月了，一直没有什么积极的反馈，快绷不住了，摆烂好几天，有什么方法可以让自己状态恢复，坚持到最后一天？[大哭]",陕西,女,2023-09-17 15:44:59,1959,True
2,[doge]自律第一步 停止奖励自己，成功坚持两天 自律成功，奖励自己一次,江苏,男,2023-09-18 08:48:55,72,False
2,"运动吧，不需要太激烈，就散步散步别太激烈，每天花出30分钟就到处转，精神差状态就早上散步晒晒太阳，不自信容易内耗就晚上散步放松放松。
前段时间哥们状态无敌，晚上最迟11点睡，早上最晚7点起，前几天降温受凉一下子回到大学熬夜习惯，所以一个好的身体真的很重要 。
所以我建议你去散步，人最好的精神状态是平，因为过烈过沉都太耗精力了，时不时的运动对身体真的很重要。",江苏,男,2023-09-17 18:11:02,28,False
2,你不都已经总结出来了吗？咬牙坚持做难而正确的事,广东,男,2023-09-17 16:02:11,6,False
2,"，自律万能公式：
1.只关注小目标；
2.强制自己执行，很痛苦也要坚持，不要被情绪所打败；
3.永远闭环，一定要完成，从小目标着手去做，不要关注过于宏大的东西；
4.提升自我效能套路，不断学习精进，从而获得爽感成就感，才能让自己更好的坚持；
5.发现自己的厉害之处，不断夸自己给自己积极暗示和正反馈，参考马太效应；
6.达到成就后一定要奖励自己，形成正向的循环🔄。
以上六步照做可以让我们不断的形成自律的习惯，情绪其实是我们最大的对手，一定要让自己持续努力，迎难而上，反人性，并且坚持，才能成功。
最近对博主说的没有反馈很难坚持是最难受的，深有体会，目前在复习考研，已经坚持了三个月了，一直没有什么积极的反馈，快绷不住了，摆烂好几天，有什么方法可以让自己状态恢复，坚持到最后一天？[大哭]",安徽,,2023-09-19 13:46:57,169,True
2,奖励自己,河南,,2023-09-19 18:54:12,1,False
2,[2023],广东,男,2023-09-20 09:32:35,0,False
2,想想体力从业者,上海,,2023-09-19 21:20:19,0,False
2,穷人想翻身，就要靠革命，阶级斗争不能忘！,辽宁,男,2023-09-19 08:42:11,51,True
2,穷人想翻身只能靠机会，这个机会就跟买彩票一样，别妄想自律就能翻身,陕西,男,2023-09-19 12:43:27,2,False
2,我上一个账号也说了类似的话，然后新号都六级了,山东,,2023-09-20 11:42:22,0,False
2,就是和打地主分土地一样，不然永远穷下去，看看刘邦和朱元璋都是靠什么起家的，就是靠推翻阶级起来的，不然一辈子都是混混和乞丐,安徽,男,2023-09-19 21:39:03,0,False
2,穷人唯二逆袭的方式：跟你一样发这类视频。就完事了,广东,,2023-09-19 11:57:07,49,True
2,说实话稍微看过点自控力这种类型的书。就知道up主是把很多书的内容糅杂在一起啦,河北,,2023-09-22 18:13:24,0,False
2,想成功先摆摊，当乞丐，服务员，明白社会运行规则你不经历过看电视电影东西永远不属于你,广西,,2023-09-20 01:13:16,0,False
2,up就是靠忽悠原生家庭不好的人赚钱的，这些东西很难克服的，软件重装你以为是电脑，电脑也要考虑兼容性[滑稽],江西,,2023-09-19 07:22:41,62,True
2,确实，我一看标题就知道是靠写这些破玩意收割流量赚钱，和以前的知乎一模一样,广东,,2023-09-19 07:41:19,8,False
2,回复 @哒_Ra :他每期视频都发自律相关，纯纯车轱辘话,上海,男,2023-09-19 09:21:17,3,False
2,回复 @哒_Ra :成功的关键是兴趣爱好，其它的都在扯淡，制造焦虑。这些鸡汤的核心就是制作更多焦虑，自律需要内啡肽，多巴胺奖励的，强行自律就会更焦虑抑郁。我很懒但是天天能早起跑路这不是自律，是跑步内啡肽，多巴胺奖励我。这关自律屁事[呲牙],江西,,2023-09-19 10:02:00,2,False
2,作为底层耗材，如果我不去做社会运转的齿轮我就会饿死，这世界不会对我有任何怜悯，所以说我也不需要，但是为了生存，我只能把所有的时间用在活下去这件事上，与其说是我错了，不如说我没有时间做对的事,山东,,2023-09-17 18:09:31,396,True
2,什么阶层说什么样的话，up 这个阶层说up 这样的话，你这个阶层说你这样的话，这本身是没什么问题。然而，up若要将自己阶层的话放大到别的阶层，那么这就会产生问题了，因为不同阶层的差别比不同地域的差别还大，无视阶层差别强推思维观念就跟无视地域文化强推普世价值一样，只会水土不服。[吃瓜],广东,,2023-09-19 03:48:15,89,False
2,本来就是，这个世界就是要有极大量的穷人去成就富人，既然成为不了富人，何苦折磨自己，该干嘛干嘛，人就一生几十岁,云南,,2023-09-19 07:54:16,16,False
2,[doge]工地打灰，早六晚六，一下班累的胳膊都不想抬，哪里还想动。,江苏,男,2023-09-19 08:17:51,9,False
2,说实话，所谓的自律，根本就反人性，但不自律很放纵自己，生活不会有好结果，所以还是要控制自己，多做对自己有好处的事，尽可能发挥自己的天赋，或是做自己感兴趣的东西,广东,,2023-09-19 21:05:22,6,True
2,"我最自律的就是不自律
这是哲学吗？",云南,,2023-09-19 17:27:42,6,True
2,点进来只是想说，也许应该先给穷人下一个定义，再给逆袭下一个定义。,吉林,女,2023-09-19 11:01:16,9,True
2,自律的up没有尝试练好普通话吗,江苏,男,2023-09-19 13:12:38,8,True
2,实践告诉你，每天5公里，除非你有强大的医疗团队，不然膝盖多半会废[doge],湖北,,2023-09-18 07:19:00,104,True
2,回复 @狂男2022 :建议看下跑步运动员晚年[doge],湖南,男,2023-09-19 04:51:34,9,False
2,回复 @狂男2022 :多在网上学学怎么科学锻炼，不是所有的锻炼都要跑步,河北,男,2023-09-19 06:28:19,3,False
2,"回复 @狂男2022 :别本末倒置就行了了，运动的目的是为了身体健康，而不是为了运动牺牲身体健康。
每天运动40-60分钟，以身体舒服，微微出汗为主，不然要去医院康复花的时间金钱得不偿失",广西,,2023-09-19 08:40:52,2,False
2,毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站毒鸡汤滚出我的b站,日本,,2023-09-19 09:32:42,31,True
2,支持[无语][无语][无语],河南,,2023-09-19 10:22:02,0,False
2,唯一途径就是弱肉强食，去坑更sha的，例如你们,湖北,,2023-09-19 02:28:02,21,True
2,又是你，天天给学生和穷人灌毒鸡汤。朝阳冬泳怪鸽一年四季每天游泳，我非常佩服，我也觉得怪鸽是成功的。但是怪鸽的“成功”真的是大多数人追求的“成功”吗？你愿意过怪鸽一样的生活吗？大多数人追求的有钱，挣钱最需要的能力不是自律，甚至更自律一点关系也没有。我看到的身边挣到大钱的善于把握机会，整合资源的能力很强，会营销。如果up你真的相信你所说的，那么你真的错了。对大多数人来说，靠自律逆袭不了。,重庆,,2023-09-19 09:05:18,21,True
2,补充一点，我并不反对自律。但是毒鸡汤之所以是毒鸡汤，就是片面夸大某一个方面的作用，比如up所谓逆袭，以为只要自己自律了，就一定能怎么样。这种极端的思维是有害的，这不是正确的认识。,重庆,,2023-09-19 11:48:33,1,False
2,标题太极端了，不自律也能逆袭的，不要太在意这些,广东,,2023-09-19 12:40:30,5,True
2,一堆屁话，好好卖你的书给那些需要鸡汤的人喝，反正他们喝了也没毛用，我就很明确的告诉你，跨越阶级就是需要人帮忙，就是需要运气，自律自律，有个毛用，你是不是真的认为那些富人是靠自律有钱的？你先自己跨越阶级再来教导别人嗷,云南,,2023-09-19 07:48:17,38,True
2,我有资格说这种话，我爸在杭州不算数特别有钱也不差，算中偏上水平的家庭，居然相信一个卖成功学的家伙，无法就是想卖书，和那些听懂掌声有什么区别,云南,,2023-09-19 07:50:00,7,False
2,我接触到的有钱人不比你少，我可以很明确的告诉你，富人自律只有锻炼身体,云南,,2023-09-19 07:51:55,6,False
2,成功学不就是给人洗脑么,河南,男,2023-09-19 08:12:21,1,False
2,简单的道理反复说，还想用这个来做付费……某些群体的钱也太好挣了,重庆,男,2023-09-19 04:46:19,19,True
2,有受众的呀，，不收费就过滤不了咱们嘲讽老师的人,浙江,男,2023-09-19 06:49:10,2,False
2,信这些这些二十年的的成功论，真不好说是不是活该,湖南,男,2023-09-19 06:29:55,1,False
2,我也想说…我还以为是啥呢…就这还想收费我的妈呀…,未知,女,2023-09-22 16:49:22,0,False
2,惰性很难改变的，这个是骨子里的，就和人不能一直无休止工作下去，人会累，精神和大脑也会累，我对于自律的实践是：最大的自律不是刷视频学方法，先从早睡早起和戒掉手机开始。,河南,,2023-09-19 17:56:28,3,True
2,"有赞同也有异议。
结合最近读的一本书又有了一点感悟：
0.以终为始。凡事都应该有个最终目标，这样努力的过程才不容易迷死方向，不会浪费时间到其他的事情上。
1.积极主动。不要犹豫不决，放手去尝试。你犹豫不决的时间里，就能去完成很多事。可能去做了但不对，但总比碌碌无为好，失败也是一种经验。
2.化繁为简。强迫自己，可以从很小的事开始。万事开头难，要学会把事拆分成每个小目标，做这件事的开始是什么开始后干什么，干完后又要干什么。例如up所提起床：掀开被子→坐起来→穿鞋……。
3.要事第一。先做主要的事情。做完后可以像up一样奖励自己。例如学习，人的专注力大约在一个1h左右，你就可以先学一个小时左右，然奖励自己10min左右单纯休息干自己平时喜欢干的（听音乐打游戏刷视频…）。
4.不要设限。多鼓励自己，不要给自己贴标签，也不要被别人贴标签。人的潜力无限相信自己，至少勇敢活出自己。up提到的比较方法因人而异，适合自己的才是最好。可以和自己比较，也可以和他人比较，不要陷入逻辑谬误和思想漩涡（内耗）就好。比较的目的是不断提升自我，而不是比较本身，不要舍本逐末。就像论语里的“见贤思齐焉，见不贤而内自省”。
5.平时多做些运动。跳绳慢跑冥想瑜伽……你又不是运动员没必要练废自己，而是为了保持身心健康。
……

参考书籍：
《高效能人士的七个习惯》
《被讨厌的勇气》
《伯恩斯新情绪疗法》
《逻辑精点》

欢迎大家补充指正",贵州,,2023-09-19 11:55:21,16,True
2,勇敢活出自己，没那么多人关注你，就算关注了那又如何？,贵州,,2023-09-19 11:57:14,1,False
3,跑步适当就好，我朋友也是天天8公里现在膝盖出问题了,广东,,2023-09-17 18:19:00,686,True
3,医生让每天跑一个小时，我体能不行，只能跑三圈走三圈，5公里左右，还不知道会不会伤膝盖,北京,,2023-09-18 11:48:18,17,False
3,我经常看一些人长得算胖的那种，朋友圈一晒就晒十多公里配速还是5分多的那种，我自己也经常跑步，不过我只习惯跑3公里到5公里，跑了有4年了，十公里我没试过，我觉得我跑不下来，状态非常好的话应该可以，那种天天跑半马的，而且白天还一直在上班的我真不知道怎么做到的，我怀疑是不是骑的自行车，我经常去跑步没遇到过几个跑的比我快的，那种18公里配速6分以内的还那么胖我都怀疑是不是人类了,云南,,2023-09-19 01:40:07,11,False
3,回复 @应龙祭苍 :试试道家的八部金刚长寿功，养生很好,河北,,2023-09-18 15:13:10,10,False
3,经常下班奖励自己[笑哭],广东,,2023-09-18 18:26:31,26,True
3,回复 @修改倪称需要6硬币 :矿泉水和红牛[星星眼]，我要红牛,江西,男,2023-09-24 01:37:41,0,False
3,细说,广东,,2023-09-19 20:02:07,0,False
3,确实挺不错的[doge],广东,男,2023-09-19 01:50:17,0,False
3,这人不是被封了，怎么又出来了[妙啊],河南,,2023-09-19 07:58:36,15,True
3,b站晚餐受众群体，启动[呲牙],江西,,2023-09-19 12:48:05,3,True
3,穷人，唯一途径——流量密码,山东,,2023-09-19 12:26:29,8,True
3,up翻身的唯一途径✔,陕西,男,2023-09-19 12:47:04,5,False
3,学生最喜欢看这种视频了[doge],四川,,2023-09-19 12:32:08,7,True
3,真自律的人不会看这种视频，看这种视频的人下一秒就抛到脑门后了[抠鼻],河北,,2023-09-19 11:24:00,5,True
3,"AI课代表的笔记：视频介绍了主讲者研究了13年的自律万能公式，通过关注一个小问题点，强力执行，永远闭环，提升自我效能和奖励自己等步骤，帮助自己持续坚持自律。主讲者强调了不要盯着大目标，而是关注当下的小目标，通过自夸和奖励来增强自我效能感。成功需要持续的努力和迎难而上，只有持续反自己，打破舒适区，才能实现理想。 

- 0:01 🔒自律万能公式
- 2:45 🚀自我效能提升方法
- 5:33 🎯小目标与奖励自我
- 8:21 🧠智力万能公式
- 11:08 💪坚持与成功的联系

本内容由大模型自动生成，关注并 @AI课代表呀 总结其它视频吧~（本条由 @拥有独特见解的一野熊 召唤）",广东,男,2023-09-17 16:20:42,79,True
3,标题太极端了，不自律也能逆袭的，不要太在意这些,广东,,2023-09-19 12:41:01,5,False
3,成绩上不去的高中 生可以看看这个up@学者诡道,中国香港,,2023-09-21 08:41:48,1,False
