评论页码,评论内容,IP属地,性别,评论时间,点赞数,主评论
3,穷人逆袭运气好是最好的途径,河北,,2023-09-19 22:31:12,0,False
3,听过来人一句，讲自律的  都是骗子！  所有长期的行为 靠的都不是所谓的自律,浙江,男,2023-09-19 14:07:31,5,True
3,听君一席话如听君一席话,河南,,2023-09-19 12:09:27,5,True
3,自律？ 每天累死累活到家只想躺,四川,男,2023-09-19 22:05:44,3,True
3,补个建议：有条件的话出去单独住。不然你就会面临在你自律了五六天后打把游戏奖励自己时，你的家长过来：我觉得你学习效率不高，光看见你在打游戏了… 然后吵大半天架，你带着气接着玩或学习[呆],陕西,男,2023-09-18 09:28:46,4,True
3,"我得罪谁了让我看这玩意儿？
就算大家真的做到这些要求他们也会找到其他理由来满足其无病呻吟的借口。——卡辛斯基《论工业社会极其未来》",黑龙江,,2023-09-19 06:55:22,6,True
3,天天逆袭逆袭，普通人能活的快乐就行了，没必要给让这种视频上热度，有这时间不如看书学习找乐子,广东,,2023-09-19 11:05:54,3,True
3,分享一个穷人逆袭的案例：我一个大专毕业的朋友，家里正常人水平一家三个人在广州挤50平房子毕业后在工地摸爬滚打两年认识了不少人，后来有个老板愿意拉他合伙做在广西养猪场，他砸锅卖铁抵押房子四处借钱还搞0首付买车套现凑了一百多万，那两年电话都不敢接，现在每年能收个四十万左右。,广东,,2023-09-19 13:17:00,7,True
3,回复 @没事望啥天 :有，但不大。执行力只是最基础的要求，最终还得看机遇，眼界和胆量。,广东,,2023-09-19 13:36:57,2,False
3,所以他成功和自律有关系么,四川,,2023-09-19 13:22:20,2,False
3,回复 @修改倪称需要6硬币 :我亲戚也有人拉他  就是骗他钱  走人,广东,,2023-09-21 00:10:16,0,False
3,"一、一套自律万能公式，帮助人们实现自律和持续坚持。首先关注一个小问题点，其次强力执行并克制情绪欲望，最后永远闭环重复。
00:01 - 自律万能公式：关注小问题点，强力执行，永远闭环
01:14 - 大欲望往往需要漫长坚持，小欲望容易战胜大目标
02:37 - 永远闭环：做完小目标，避免被情绪和宏大目标分心
二、如何通过关注小问题点、强力执行和提升自我效能等方法来实现长期自律。作者强调了自我夸奖和比较的重要性。
03:02 - 通过关注小问题点和强力执行来实现自律
03:58 - 提升自我效能的套路可以帮助我们长期坚持做事情
05:06 - 通过自我表扬和设定小目标来提升自己的自信和动力
三、如何通过比较找到自我效能感，并通过自律公式实现大目标的小步达成，奖励自己以增强自信和动力。
06:01 - 有些人说不要跟别人比较，老子就要跟别人比较
06:12 - 自律要学会苦中作乐，找到自己比别人牛的成就
07:26 - 用自律万能公式拆解大目标，奖励自己达成小目标
四、如何通过自律实现大欲望大目标，指出要将注意力放在满足自己的过程中，而不是只盯着大欲望大目标，持续的痛苦远远大于快乐。
09:01 - 人们往往想实现大欲望大目标，但容易产生畏难情绪和放弃的想法
10:34 - 最痛苦的是看不到希望还咬牙坚持下去，需要坚持没有正反馈的痛苦
11:50 - 长期自律的关键是放下成功等号的信念，关注当下满足和自我提升
五、创业的艰辛和坚持的重要性，重点强调了突破障碍带来的机会和心力的重要性，认为成功的路上并不拥挤。
12:01 - 关注的是坚持带来的进步和能力提升
12:15 - 突破障碍可能带来机会，心力大的人才能成功
13:15 - 持续的反自己，打破障碍，才能成为人生赢家
--本内容由AI视频小助理生成，关注解锁AI助理，由@蕉尼 召唤发送",上海,,2023-09-17 16:50:55,340,True
3,成绩上不去的高中生可以看看 这个up@学者诡道,中国香港,,2023-09-22 11:00:34,2,False
3,结合AI视频小助理的详细内容，个人的理解及思考总结如下:关注小问题点(强力执行，同时注意提升自我效能，eg，参考别人的方法、通过比较来夸自己、大目标完成后奖励自己)，避免被情绪(爽感的、负面的)、宏大目标分心,安徽,,2023-09-19 17:18:44,1,False
3,"《阴律无情》：“我继续问判官何谓非时，非地，非器？原来就算是正式夫妻，也要守这些戒律，不然也算犯了邪淫罪。非时，即在佛菩萨的诞生日，或每月的六斋日，及年三长斋月中，应禁戒不行房事。在这些日子，例如每月初一、初十、十五等等，四天王会巡视人间，记录善恶，再回天庭向玉帝报告。
非地，是夫妻的人伦应该适可而止，除夫妻床外，不能在其他地方行事，例如客厅、厨房、厕所、露天、佛前等等。
非器，除了生殖器外，夫妻在其它部位都不可行淫，否则都要下地狱受苦，受完地狱苦，还要投生做猪、狗、鸳鸯、蛇等等动物身。…”",湖北,,2023-09-19 05:48:20,0,False
3,[tv_难过]我感觉我没救了，我连这个视频都无法专注坚持看完,江西,男,2023-09-19 09:39:01,4,True
3,何必呢，把多余的房子租出去，让多余的车自己出去跑滴滴养活自己，万难自解，自己随便就能过上自律的人生。,河南,,2023-09-19 14:29:44,3,True
3,儍👃🏻,山东,男,2023-09-19 11:09:32,4,True
3,评论区的别天天看那些鸡汤书了，你与其去看什么《微习惯》不如去看《微分几何》，你看上一个月就自律了,山西,,2023-09-19 13:23:22,15,True
3,绝！！！,湖北,女,2023-09-19 13:55:27,0,False
4,"给大家做个总结：
1.只关注小目标， 大欲望大目标不要常想 （关注起床，关注做到电脑前，做一个视频的主题是什么， 关注怎么开头吸引别人看？ 逐步小范围拆解） 
2.强力执行，心力战胜情绪， 一定要克制情绪，自律本身是反人性  
3.永远闭环一件事情，=（关注起床，关注做到电脑前，做一个视频的主题是什么， 关注怎么开头吸引别人看？ 逐步小范围拆解）
4.提升自我效能的套路（矮子里面拔高个儿 ，参考别人怎么做的，  自我暗示我好牛掰，比别人牛逼，持续获得一些坚持下去的自豪感，自己把自己捧起来，认可自己 ，潜意识的认可非常重要   适当的顺应人性  比如对比别人关注自己好的地方）     
5.反馈，给予奖赏（，去玩王者荣耀，可持续发展，自律是很漫长的过程，需要有奖赏反哺）",广东,,2023-09-17 18:30:42,157,True
4,谢谢科代表，这up主讲的都是对的，但都没用，跟别的视频一样，啰啰嗦嗦太长了,广东,男,2023-09-19 10:48:54,2,False
4,我挣得不多，也没什么不能说出来的，容客作，白度上的，总体来说月入千元比较轻松，是那种踏踏实实的,广西,,2023-09-23 22:22:19,0,False
4,感谢,河南,女,2023-09-23 17:31:28,0,False
4,最近看了几个up主关于自律的视频，基本讲的都是《微习惯》里的观点，这本书讲的更系统，有兴趣的可以去看看。,山西,,2023-09-18 18:02:20,164,True
4,看过这类书，很有用,河北,,2023-09-19 10:41:45,0,False
4,[奋斗][奋斗][奋斗]我在做白度上的 容客作，每个月大概 俩千左右吧，主要还是得积累经验。[呲牙][呲牙][呲牙],广西,,2023-09-19 09:29:43,2,False
4,"一、一套自律万能公式，帮助人们实现自律和持续坚持。首先关注一个小问题点，其次强力执行并克制情绪欲望，最后永远闭环重复。
00:01 - 自律万能公式：关注小问题点，强力执行，永远闭环
01:14 - 大欲望往往需要漫长坚持，小欲望容易战胜大目标
02:37 - 永远闭环：做完小目标，避免被情绪和宏大目标分心
二、如何通过关注小问题点、强力执行和提升自我效能等方法来实现长期自律。作者强调了自我夸奖和比较的重要性。
03:02 - 通过关注小问题点和强力执行来实现自律
03:58 - 提升自我效能的套路可以帮助我们长期坚持做事情
05:06 - 通过自我表扬和设定小目标来提升自己的自信和动力
三、如何通过比较找到自我效能感，并通过自律公式实现大目标的小步达成，奖励自己以增强自信和动力。
06:01 - 有些人说不要跟别人比较，老子就要跟别人比较
06:12 - 自律要学会苦中作乐，找到自己比别人牛的成就
07:26 - 用自律万能公式拆解大目标，奖励自己达成小目标
四、如何通过自律实现大欲望大目标，指出要将注意力放在满足自己的过程中，而不是只盯着大欲望大目标，持续的痛苦远远大于快乐。
09:01 - 人们往往想实现大欲望大目标，但容易产生畏难情绪和放弃的想法
10:34 - 最痛苦的是看不到希望还咬牙坚持下去，需要坚持没有正反馈的痛苦
11:50 - 长期自律的关键是放下成功等号的信念，关注当下满足和自我提升
五、创业的艰辛和坚持的重要性，重点强调了突破障碍带来的机会和心力的重要性，认为成功的路上并不拥挤。
12:01 - 关注的是坚持带来的进步和能力提升
12:15 - 突破障碍可能带来机会，心力大的人才能成功
13:15 - 持续的反自己，打破障碍，才能成为人生赢家
--本内容由AI视频小助理生成，关注解锁AI助理，由@蕉尼 召唤发送",江苏,,2023-09-20 12:08:27,2,True
4,什么是自律  就是草原五班的许三多  看守七连的那个许三多,甘肃,,2023-09-17 19:21:49,21,True
4,别人以为他是傻子但是他可以非常专注做一件事,山西,,2023-09-18 17:45:57,0,False
4,阿甘正传[doge],新疆,,2023-09-18 09:57:14,0,False
4,"看完了，个人理解哈，就是把长远目标无限细分成很容易执行的短小目标去执行，然后在这个过程中给自己持续不断的正反馈循环。
但是吧怎么说呢……感觉视频前后部分有点割裂。
其实会需要找视频来学怎么自律的人，也就是说，像我们这样真正做不到自律的人，我大胆猜想哈，多半有不少是跟我一样，既没有做过什么长期坚持的事，也没有过什么值得骄傲的成功，或者说从没有通过自身努力突破过任何大的难关，也就是说，没有能支撑自己向目标前进的自信事件作为背书。
这就导致想做什么事，都怀疑自己能不能做到最后，担心自己能不能达到目标，最后造成的结果是害怕开始行动，正像视频前半段说的那样，假如一开始想的就是做完这个视频怎么怎么样，那可能根本不会去行动。
按照视频观点，现在就应该不去想做完时怎么样，而是去想现在需要突破的第一个难点是什么，并且强制执行。
现在问题来了，按照这种思路，来看视频的人，目标是自律，所以我们现在应该不去想自律后怎么怎么样，而是去找一件现在该做的最小的事立即行动。也就是说，想要自律，首先就要忘掉自律，强迫自己不去想“跑这个步是为了成为自律的人，以后每天都要跑步”这个痛苦事实，然后强制执行跑步这个行动。
但，很多人缺少的就是——强迫自己不去联想“自己的行为是为了一个不好实现的大目标”，并且强迫自己立即行动——的这份强制力，这份强制力来源于我上面提到的自信事件的背书，而不自律的人我猜基本都跟我一样没有这种背书，而伴随着这种不自信，通过精神胜利来给自己带来持续正反馈的方法就变得更加艰难，因为“我的自夸是为了实现自律这个长远目标”的这种想法会不受控制地出现在心里。
我之所以说视频前后有些割裂，就是因为后半段视频中讲述的自律的困难之处的内容，我个人认为恰恰与前半段所传授的方法论相悖，因为我们的最终目标是成为自律的人，那按照前面说的方法我就不应该去想自律这件事本身，而是想想怎么强制自己迈出跑道上的第一步。
了解自律的痛苦，不正是在想象这个长远目标的艰难，来让自己害怕开始吗？",广西,,2023-09-19 09:11:37,50,True
4,这个确实，对于没有过这种习惯的人，一旦想怎么自律，就已经开始焦虑了，更不必谈开始了。所以，先谈的应该是坚持一件事，并且不要将其跟自律挂钩，举个简单例子，坚持一日三餐让自己成为一个健康的人，可以先按这种观念进行，这个就跟自律没啥关系了，一般也不会联想到。等做到之后就已经拥有了一种执行力了，拥有一定的执行力之后，自律都可以慢慢养起来的。,广东,男,2023-09-20 20:58:28,1,False
4,字多你说对[嗑瓜子],四川,,2023-09-19 16:06:57,1,False
4,努力了，我真的太累了。,广东,,2023-09-19 23:34:30,2,True
4,只要不生，养活自己就会变得很容易,河北,,2023-09-19 10:19:32,2,True
4,房买县城，车买十万以下，压力就没那么大,广东,男,2023-09-19 10:21:12,2,False
4,年轻人太天真了，这个世界从来就没有一个方法，认知或者公式，能解决所以穷人的问题。每个穷人都有不同的穷的理由。又怎么都能用一个公式解题呢。😂,陕西,,2023-09-19 19:54:28,2,True
4,人人都自律，等于不自律。但你不知道别人自律不自律，所以你必须自律，所有人都是囚徒，在这个巨大的社会监狱中。,山西,男,2023-09-19 07:32:21,5,True
4,才3200km，我都24000多km了。小老弟，你还得多练练[doge],广东,,2023-09-18 21:55:35,4,True
4,怎么办我老是躺床上不想动，什么都没有兴趣,广东,男,2023-09-17 16:01:36,117,True
4,"把躺床上跟负面的念头隔离掉，
先按照第一点，最小目标，起来喝口水，夸自己一下",广东,,2023-09-17 16:56:37,8,False
4,回复 @我嗒玛吃吃吃 :大收拾房间这个事已经拖了几个月了,广东,男,2023-09-17 16:05:54,5,False
4,很自律，每天都准时躺着[doge],广东,,2023-09-17 19:28:24,3,False
4,从小学努力到大学，又努力挤进了一个不错的公司，结果到头来房子买不起租不起、工资一点点，为了赡养父母，喜欢的东西一件件放弃，兜兜转转也逃不开父母指的结婚生子这一条路，那我努力来有什么用，到头不还是只有一个结局[难过],广东,,2023-09-19 07:54:40,25,True
4,这才是一个人的正常生活，而且你这算好一点的情况了，这玩意就是搁那以富人视角来指导别人，开口就是芸芸众生，哎呦~我估摸着还没我家有钱，也配教导别人,云南,,2023-09-19 07:56:18,8,False
4,回复 @一位路过这里的百合 :b站都不知道抽什么风，天天热门推这种鸡汤[辣眼睛],广东,,2023-09-19 09:34:34,4,False
4,赚一百万，去小城市，100万够你用每年的3万多利息活，一辈子，你可以做自己想做的事，不要太花钱就好。,河南,男,2023-09-21 20:05:02,2,False
4,一个视频文案做了十遍还能上热门，你是怎么做到的？互联网真的没有记忆吗？别骗傻子了行吗？！快给他们买瓜子去！,江苏,,2023-09-19 06:50:08,18,True
4,我特么也想说这个,天津,,2023-09-19 07:29:55,1,False
4,维护自身全意都做不到，逆袭啥啊逆袭,云南,男,2023-09-19 08:45:53,2,True
4,这玩意天天能上排行榜？,广东,男,2023-09-19 07:13:28,4,True
4,我以前好像看过一个说法是说：自律本身就是反人性的。不自律才是正常的[笑哭],天津,女,2023-09-18 14:51:30,5,True
4,每个人都用相同的方法，只是努力不同，内卷变形成。社会发展与趋势，组织，个人的不同。了解自己，做自己喜欢和适合自己的，越做越又劲。当然穷人单身为什么那么难，除了人多外，就是考虑更多的纬度，那么精力不够，就需要整合和协调更多的资源，才能享受更大的分配权。你能找到适合的团队组织，那么你又有心，那么就可以相对容易翻身，如果不能的话，那就只能自己去探索，难度系数会翻几倍。大部分的人都没有那比较小的幸运值。结果就成的普通人，甚至穷人。如果自己去探索的话，就要去抓住身边的可利用或者共赢得机会，那就要懂人性，难度也会增加。等等，纬度也会越来越多。其他过程也跟博主说的一样。一点一点去积攒自己成功的几率，从0到万分之一，到千分之一，到百分之一，十分之一，直到成功。其实坚持很难，但有时候，重要的可能是对这些规律的了解，你没看到，没学习到，不相信，根本坚持不下来。那样的坚持也没有了意义，这就是普通人不愿意坚持的原因，可能跟自律没关系，压根都不了解自己和社会这些规则和方向。,四川,,2023-09-20 20:01:39,2,True
4,开头成功学的味太冲了,北京,女,2023-09-19 10:16:36,3,True
4,我只觉得是贩卖焦虑,广东,男,2023-09-19 08:57:31,3,True
4,感觉做什么都没有意义，没有爱好，直接躺平,喀麦隆,男,2023-09-17 18:43:24,11,True
4,回复 @---天若有情 :谢谢,喀麦隆,男,2023-09-19 21:15:42,0,False
4,做自己喜欢的就好,广东,,2023-09-18 11:38:14,0,False
5,有时候学会哄着自己真的很重要,四川,,2023-09-18 10:54:13,6,True
5,新时代成功学，已经能做到不把成功成天挂在嘴边了。这又何尝不是一种伟大的进步。[doge],安徽,男,2023-09-18 03:22:10,7,True
5,开头说点痛心疾首忧心忧民的话骗骗自己就差不多得了，你不就是靠这种视频的流量来吃饭的吗。,安徽,男,2023-09-19 09:43:43,6,True
5,在这个时代，在国内，穷人要逆袭，合法而且最近的一条路的就是杠杆交易。但是，但凡自己的生活还能过的去，都不建议去接触这个东西，因为这条路大概率会毁了你的本来还过的去生活，千死一生。总结:这是一条最远的捷径。,上海,,2023-09-23 23:31:49,0,True
5,没有自律这回事，只是一种欲望大过了另一种欲望而已[doge],北京,,2023-09-18 11:16:55,3,True
5,"所以我以前去推荐我自己的时候？
我心里想的就是我在打破当前的舒适区，我在做正确的事情？",山东,,2023-09-19 14:13:37,0,True
5,总把坚持、自律、 执行力与成功画上等号，放下这种想法。十几年创业，各种艰难困苦还能坚持下来，从来不去关注坚持和成功有什么必然联系。关注的是坚持在哪个点上，给我带来的进步和能力提升，突破了什么障碍，自律最大的好处就是你会突破各种的障碍 ，使你做到你原本根本就做不到的事情，然后就可能会带来机会。   努力可能不会成功，但一直做难而正确的事，就有可能会成功。大多数心力弱的人总是会缩在自己的舒适区，一辈子在舒适区里转圈圈。成功就是你烦你自己了，你的心力迎难而上突破了那个舒适区。就鸡蛋从外部打进去就是食物，从内部打开就是新生。二八法则，80%的财富掌握在20%的人手里，所以我认为成功的路并不拥挤，因为大多数人都呆在那个舒适区里。牛逼的人就是烦自己了，从鸡蛋内部的舒适区打破出去了。我认为只有持续的反自己，反自己打破了很多障碍，带来各种机会的这些人才能成为人生赢家。持续的努力、迎难而上、精益求精，理想的实现来自于罚你自己。你做到各种情绪本能做不到的自己，你的理想就会离你越来越近。,山东,,2023-09-19 14:15:50,0,False
5,"方法论挺不错的，之前也是如此，但是大家小心反噬。
自我效能膨胀到自大自体，就像一个气球，一直给他打气，如果没有达到极限，或者外力扎破就会一会儿一直正循环下去。
可是，现实是残酷的环境和意外是必然会存在戳破气球的可能性，一旦膨胀的气球被残酷的现实击败之后将陷入一段较长的低谷期。(本人正处在这个阶段)
这也就是可以看到，有些人前期风华正茂，前途无量，但是到中后期却颓废落魄不堪。上帝欲其毁灭，必先让其疯狂，物极必反，站得越高，摔得更惨，这就是人生。",湖南,,2023-09-19 18:56:14,62,True
5,"再送大家一句话吧，送给有缘人
大道太平常，凡俗不肯行。思辨推理逞聪明，字中猜，句里蒙，倒背道藏算何能？全无半点真受用。得，是功名，失，是性命。",湖南,,2023-09-19 19:02:53,7,False
5,顺应人性的一些小套路，可能大家确实会走向歧途，就像我之前一样。后来我才知道，努力自律得到比别人强的优越感，仅仅停留在自己的思想里就够了，向外界一点都别表达，不然确实会被反噬走下坡路。,山东,男,2023-09-19 19:20:08,6,False
5,三散修功 ， 放平心态， 格局大点 不要面子就不会颓废,未知,男,2023-09-22 01:03:40,2,False
5,可想而知王阳明的知行合一有多难,重庆,,2023-09-18 23:43:15,3,True
5,自律是天生的，根本改变不了，只有他律,云南,男,2023-09-19 10:14:00,2,True
5,整天就恰那自律的流量,山东,,2023-09-19 03:54:08,8,True
5,房买县城，车买十万以下，压力就没那么大。一直攀比的话，就是自找苦吃,广东,男,2023-09-19 10:27:49,3,True
5,解决了工作和家庭问题，住哪里什么都好说,湖北,男,2023-09-19 11:48:18,0,False
5,自律 吃苦都是很空的，首富是头驴理论，被量化的东西，比如高考，提个分不难，到大学 工作的海量知识就不太实用了,广东,,2023-09-19 07:42:00,6,True
5,是的，自律一点，高考考得好的，正常智商都不难。但是进入社会不是考试，挣钱比考试困难太多了。,重庆,,2023-09-19 09:56:17,3,False
5,做难而正确的事情，翻译过来就是咬牙坚持，战胜摆烂的情绪（看了好几期UP主的视频总结出来的）,广东,男,2023-09-17 15:59:35,90,True
5,回复 @勍邕 :毕竟一直咬牙最后可能抑郁了自己都不知道,陕西,男,2023-09-18 09:25:11,9,False
5,摆烂的情绪有时候是自我保护机制我觉得,福建,男,2023-09-18 02:56:52,7,False
5,回复 @勍邕 :得看啥情况，一直咬牙偶尔摆烂，和一直摆烂，是不一样的,北京,,2023-09-19 09:05:48,2,False
5,八点才下班，下班就只想躺着玩手机然后睡去,湖南,女,2023-09-19 11:18:51,2,True
5,感觉没必要为了逆袭而逆袭，过穷日子每天和流浪猫狗玩也挺好的。。。,云南,,2023-09-19 11:12:50,6,True
5,"整一句我的垃圾学。。。
就算所有人都厌烦我这个垃圾，那我也可以去和小猫小狗玩。
世界这么大，总会有一个生命体，ta不嫌弃我是垃圾，并且愿意把我当成朋友。",云南,,2023-09-19 11:15:33,3,False
5,在足以维持生活质量的前提下，不强迫自己追求阶级上升的确能过得很舒坦，但没有足够资源支撑的生活容易因为疾病等变故而发生剧变。,广东,,2023-09-19 23:27:23,0,False
5,我也来告诉你一个万能公式吧：一个反反复复的顽固问题，如果能用一种非常简单且低成本的方法来解决，那么只有两种可能，要么他是傻子，要么你是傻子。比如生姜可以生发。[嗑瓜子][嗑瓜子],广东,,2023-09-19 07:53:02,4,True
5,我太容易累了，这怎么办？每天能有精神的时间很短，大多数都在疲惫中，真的很累，明明什么都没做，但就像是扛了五六袋水泥跑了8楼一样。,湖北,,2023-09-18 20:30:47,2,True
5,别做视频了。去精神卫生中心医院，检查一下，你小子焦虑症几级了。,福建,男,2023-09-19 06:50:32,8,True
5,自律是很虚幻的东西，很想去做某个事，或者被逼着去做某件事，所表现出来的状态，或许被称为“自律”？终归是要回到实践上，大可不必把重点放在“自律”这件事儿上。与其去研究如何自律，倒不如想想自己要做的事儿对自己的意义，为啥要做，是否真的必须做，是否是自己真心想去做，脱离目标和实践去讨论“自律”这种有些虚幻的概念，基本是在做无用功。想做某件事，或者是被逼着做某件事，然后认真去做，或者心里地很难受的去完成这件事，仅此而已，何必再套上自律不自律这一说法。你的目的是完成你的目标，过程或许难受或许快乐，跟自律无关。,山东,,2023-09-19 15:55:12,2,True
5,up主说的非常好。但有一个前提，假设一下，up现在还是现在的心智现在的眼界现在的才华，但是时代的原因没有成为百万书畅销作家（无法抗衡的时代的原因）。那up主还能这么理直气壮的信服自己做坚持的这一切吗？观众们还会认真的听up主的意见吗？所以，持之以恒，成功了，持之以恒就是故事，失败了，持之以恒就是事故。社会上为了追求梦想天天坚持自律的人，如果梦想没有实现，更多的变成反面教材。这个社会还是结果导向的。我认同up主关于如何自律的方法，但对于up内心认同成功靠的是自律，我觉得只是幸存者偏差。,上海,,2023-09-19 17:31:57,2,True
6,动不动就逆袭教程，真正穷人逆袭的秘诀只有一个:贵人！而你我，显然是没有的,湖南,,2023-09-17 20:43:24,2,True
6,毕竟富人的羊毛薅不到，穷人的羊毛还是很好薅滴。,四川,,2023-09-19 05:05:00,0,False
6,做了再说[doge],山东,男,2023-09-17 23:01:24,0,False
6,真的 我到了30才发现短期目标对我才有用 大概一季度的目标  再远就无效了,福建,,2023-09-19 13:02:17,2,True
6,up要不要和那些说上升通道已经堵死的人打一架？,浙江,,2023-09-19 13:18:50,2,True
6,赶紧看。防止up以后后悔了删视频[吃瓜],湖南,,2023-09-18 08:55:54,3,True
6,什么穷人富人的呀，谁也不是下生就带钱的，自律很重要，如果我做亚马逊的时候不自律，可能我的店铺也不会做到现在这样的成就。,内蒙古,女,2023-09-23 16:15:40,1,True
6,自古只有两条路，读书和参军，还有其他的拆迁，风口红利（自媒体），但是不包括努力[难过],广东,男,2023-09-19 07:48:30,7,True
6,回复 @qscz123 :努力，奋斗的结局也是给街坊表演雷雨，也没有成为那个男主角呀,山东,,2023-09-19 07:59:24,0,False
6,努力，奋斗,四川,,2023-09-19 07:51:12,0,False
6,个人的努力永远突破不了一整个阶级的压迫。除非你自己就是富哥,浙江,男,2023-09-21 22:47:10,1,True
6,"一、一套自律万能公式，帮助人们实现自律和持续坚持。首先关注一个小问题点，其次强力执行并克制情绪欲望，最后永远闭环重复。
00:01 - 自律万能公式：关注小问题点，强力执行，永远闭环
01:14 - 大欲望往往需要漫长坚持，小欲望容易战胜大目标
02:37 - 永远闭环：做完小目标，避免被情绪和宏大目标分心
二、如何通过关注小问题点、强力执行和提升自我效能等方法来实现长期自律。作者强调了自我夸奖和比较的重要性。
03:02 - 通过关注小问题点和强力执行来实现自律
03:58 - 提升自我效能的套路可以帮助我们长期坚持做事情
05:06 - 通过自我表扬和设定小目标来提升自己的自信和动力
三、如何通过比较找到自我效能感，并通过自律公式实现大目标的小步达成，奖励自己以增强自信和动力。
06:01 - 有些人说不要跟别人比较，老子就要跟别人比较
06:12 - 自律要学会苦中作乐，找到自己比别人牛的成就
07:26 - 用自律万能公式拆解大目标，奖励自己达成小目标
四、如何通过自律实现大欲望大目标，指出要将注意力放在满足自己的过程中，而不是只盯着大欲望大目标，持续的痛苦远远大于快乐。
09:01 - 人们往往想实现大欲望大目标，但容易产生畏难情绪和放弃的想法
10:34 - 最痛苦的是看不到希望还咬牙坚持下去，需要坚持没有正反馈的痛苦
11:50 - 长期自律的关键是放下成功等号的信念，关注当下满足和自我提升
五、创业的艰辛和坚持的重要性，重点强调了突破障碍带来的机会和心力的重要性，认为成功的路上并不拥挤。
12:01 - 关注的是坚持带来的进步和能力提升
12:15 - 突破障碍可能带来机会，心力大的人才能成功
13:15 - 持续的反自己，打破障碍，才能成为人生赢家",广东,,2023-09-19 08:49:29,2,True
6,成功有一定的方法，失败有一定的原因！[微笑][微笑][微笑],湖南,男,2023-09-21 23:21:17,1,True
6,加入虚无，你就是至高无上的神！,湖南,男,2023-09-20 12:36:01,1,True
6,自律逆袭?那啥，丁真很自律[OK],浙江,,2023-09-19 23:00:31,3,True
6,谢谢up主,广东,,2023-09-21 21:34:35,1,True
6,天天贩卖焦虑😓,江苏,,2023-09-19 07:16:09,2,True
6,点赞收藏，没有币,广东,男,2023-09-19 22:03:48,1,True
6,很多芸芸众生，语意重复[笑哭],云南,,2023-09-19 22:21:51,1,True
6,穷人自律就逆袭了？那还能有穷人吗？,辽宁,,2023-09-20 09:36:24,1,True
6,有没有可能哈，当以为自己是穷人没自律性，需要逆天改命时，从一开始就已经输了。,广东,男,2023-09-20 03:00:27,1,True
6,"等等……请等一下，先别滑走！
那个……你是最棒的，最优秀的，愿你快乐每一天，爱你呦♪
好了你可以走了，以免一天都没人夸你♪[拥抱][拥抱]",广东,,2023-09-20 12:09:17,1,True
6,哪有包治百病的灵丹妙药，真有这种仙丹那它一定价值连城。,辽宁,,2023-09-19 17:22:29,1,True
6,课代表:很差劲的解说，跟穷人一点关系没有。说自律还不如那个天天锻炼的人。工作也是自律，所以你讲个屁。,浙江,男,2023-09-19 06:34:19,2,True
7,谢谢up 最近确实很迷茫 感觉又有一点方向啦[给心心][给心心],重庆,,2023-09-19 06:52:38,2,True
7,富人不会真是靠自律和优秀的素质才富有的吧😥😥😥😥😥😥😥😥😥😥😥😥😥 2023年还在卖成功学,黑龙江,,2023-09-19 07:44:27,2,True
7,周淑怡汤丞一品4套房，全款。,四川,男,2023-09-19 12:05:10,1,True
7,穷人逆袭不该靠革命吗,辽宁,男,2023-09-19 11:58:30,1,True
7,真的很有道理，我支持你，已三连,吉林,男,2023-09-19 20:42:05,1,True
7,穷人逆袭的途径唯一是直播,四川,,2023-09-19 08:48:12,1,True
